country,date,inflation
EL,2013-01-01,-0.03333333333333334
EL,2013-04-01,-0.36666666666666664
EL,2013-07-01,-0.8333333333333334
EL,2013-10-01,-2.2
EL,2014-01-01,-1.2666666666666666
EL,2014-04-01,-1.7333333333333334
EL,2014-07-01,-0.7000000000000001
EL,2014-10-01,-1.8333333333333333
EL,2015-01-01,-2.1999999999999997
EL,2015-04-01,-1.4333333333333333
EL,2015-07-01,-0.8333333333333334
EL,2015-10-01,0.06666666666666667
ES,2008-01-01,4.5
ES,2008-04-01,4.666666666666667
ES,2008-07-01,4.933333333333334
ES,2008-10-01,2.466666666666667
ES,2009-01-01,0.4666666666666667
ES,2009-04-01,-0.7000000000000001
ES,2009-07-01,-0.9666666666666667
ES,2009-10-01,0.23333333333333334
ES,2010-01-01,1.2666666666666668
ES,2010-04-01,2.3333333333333335
ES,2010-07-01,2.0666666666666664
ES,2010-10-01,2.5666666666666664
ES,2011-01-01,3.2333333333333334
ES,2011-04-01,3.3
ES,2011-07-01,2.9
ES,2011-10-01,2.7333333333333334
ES,2012-01-01,1.9
ES,2012-04-01,1.9
ES,2012-07-01,2.8000000000000003
ES,2012-10-01,3.1666666666666665
ES,2013-01-01,2.7666666666666666
ES,2013-04-01,1.8333333333333335
ES,2013-07-01,1.3333333333333333
ES,2013-10-01,0.19999999999999998
ES,2014-01-01,0.06666666666666667
ES,2014-04-01,0.16666666666666666
ES,2014-07-01,-0.4
ES,2014-10-01,-0.6000000000000001
ES,2015-01-01,-1.1666666666666667
ES,2015-04-01,-0.3333333333333333
ES,2015-07-01,-0.5333333333333333
ES,2015-10-01,-0.4666666666666667
FR,2008-01-01,3.3000000000000003
FR,2008-04-01,3.7
FR,2008-07-01,3.6333333333333333
FR,2008-10-01,2.033333333333333
FR,2009-01-01,0.7333333333333334
FR,2009-04-01,-0.26666666666666666
FR,2009-07-01,-0.4666666666666667
FR,2009-10-01,0.43333333333333335
FR,2010-01-01,1.4333333333333333
FR,2010-04-01,1.8333333333333333
FR,2010-07-01,1.7666666666666666
FR,2010-10-01,1.8666666666666667
FR,2011-01-01,2
FR,2011-04-01,2.2333333333333334
FR,2011-07-01,2.3
FR,2011-10-01,2.6333333333333333
FR,2012-01-01,2.566666666666667
FR,2012-04-01,2.333333333333333
FR,2012-07-01,2.2666666666666666
FR,2012-10-01,1.7333333333333334
FR,2013-01-01,1.2333333333333334
FR,2013-04-01,0.9
FR,2013-07-01,1.0666666666666667
FR,2013-10-01,0.7666666666666667
FR,2014-01-01,0.9
FR,2014-04-01,0.7333333333333334
FR,2014-07-01,0.5
FR,2014-10-01,0.33333333333333337
FR,2015-01-01,-0.23333333333333334
FR,2015-04-01,0.23333333333333334
FR,2015-07-01,0.13333333333333333
FR,2015-10-01,0.2
IE,2008-01-01,3.433333333333333
IE,2008-04-01,3.6666666666666665
IE,2008-07-01,3.3000000000000003
IE,2008-10-01,2.0666666666666664
IE,2009-01-01,0.16666666666666663
IE,2009-04-01,-1.5333333333333334
IE,2009-07-01,-2.6
IE,2009-10-01,-2.7666666666666666
IE,2010-01-01,-2.433333333333333
IE,2010-04-01,-2.1
IE,2010-07-01,-1.1666666666666667
IE,2010-10-01,-0.6
IE,2011-01-01,0.8
IE,2011-04-01,1.2666666666666666
IE,2011-07-01,1.1333333333333333
IE,2011-10-01,1.6333333333333333
IE,2012-01-01,1.6333333333333333
IE,2012-04-01,1.8
IE,2012-07-01,2.3666666666666667
IE,2012-10-01,1.7333333333333334
IE,2013-01-01,1.1
IE,2013-04-01,0.5333333333333333
IE,2013-07-01,0.3
IE,2013-10-01,0.16666666666666666
IE,2014-01-01,0.2
IE,2014-04-01,0.4
IE,2014-07-01,0.5
IE,2014-10-01,0.10000000000000002
IE,2015-01-01,-0.33333333333333337
IE,2015-04-01,0.1
IE,2015-07-01,0.1
IE,2015-10-01,0
IT,2008-01-01,3.2666666666666666
IT,2008-04-01,3.7333333333333334
IT,2008-07-01,4.066666666666666
IT,2008-10-01,2.933333333333333
IT,2009-01-01,1.3666666666666667
IT,2009-04-01,0.8333333333333334
IT,2009-07-01,0.09999999999999999
IT,2009-10-01,0.7666666666666667
IT,2010-01-01,1.2333333333333334
IT,2010-04-01,1.5666666666666667
IT,2010-07-01,1.7
IT,2010-10-01,1.9666666666666668
IT,2011-01-01,2.3333333333333335
IT,2011-04-01,2.966666666666667
IT,2011-07-01,2.7
IT,2011-10-01,3.7
IT,2012-01-01,3.5666666666666664
IT,2012-04-01,3.666666666666667
IT,2012-07-01,3.466666666666667
IT,2012-10-01,2.6666666666666665
IT,2013-01-01,2.0666666666666664
IT,2013-04-01,1.2
IT,2013-07-01,1.0666666666666667
IT,2013-10-01,0.6333333333333333
IT,2014-01-01,0.43333333333333335
IT,2014-04-01,0.4
IT,2014-07-01,-0.06666666666666667
IT,2014-10-01,0.16666666666666666
IT,2015-01-01,-0.13333333333333333
IT,2015-04-01,0.1
IT,2015-07-01,0.3
IT,2015-10-01,0.16666666666666666
NL,2008-01-01,1.9
NL,2008-04-01,2.033333333333333
NL,2008-07-01,2.933333333333333
NL,2008-10-01,2.033333333333333
NL,2009-01-01,1.8
NL,2009-04-01,1.5666666666666667
NL,2009-07-01,-0.06666666666666667
NL,2009-10-01,0.6
NL,2010-01-01,0.5
NL,2010-04-01,0.43333333333333335
NL,2010-07-01,1.3
NL,2010-10-01,1.5333333333333332
NL,2011-01-01,1.9
NL,2011-04-01,2.2333333333333334
NL,2011-07-01,3.1333333333333333
NL,2011-10-01,2.6333333333333333
NL,2012-01-01,2.9
NL,2012-04-01,2.6
NL,2012-07-01,2.566666666666667
NL,2012-10-01,3.3
NL,2013-01-01,3.2
NL,2013-04-01,3.033333333333333
NL,2013-07-01,2.7666666666666666
NL,2013-10-01,1.3
NL,2014-01-01,0.43333333333333335
NL,2014-04-01,0.3333333333333333
NL,2014-07-01,0.3333333333333333
NL,2014-10-01,0.2
NL,2015-01-01,-0.5
NL,2015-04-01,0.39999999999999997
NL,2015-07-01,0.5
NL,2015-10-01,0.43333333333333335
PT,2008-01-01,3
PT,2008-04-01,2.9
PT,2008-07-01,3.1333333333333333
PT,2008-10-01,1.5666666666666667
PT,2009-01-01,-0.13333333333333333
PT,2009-04-01,-1.1333333333333333
PT,2009-07-01,-1.5
PT,2009-10-01,-0.8333333333333334
PT,2010-01-01,0.3
PT,2010-04-01,0.9666666666666667
PT,2010-07-01,1.9666666666666666
PT,2010-10-01,2.3
PT,2011-01-01,3.6666666666666665
PT,2011-04-01,3.6666666666666665
PT,2011-07-01,3.1
PT,2011-10-01,3.7666666666666666
PT,2012-01-01,3.3
PT,2012-04-01,2.7666666666666666
PT,2012-07-01,2.933333333333333
PT,2012-10-01,2.033333333333333
PT,2013-01-01,0.43333333333333335
PT,2013-04-01,0.8333333333333334
PT,2013-07-01,0.43333333333333335
PT,2013-10-01,0.1
PT,2014-01-01,-0.13333333333333336
PT,2014-04-01,-0.2
PT,2014-07-01,-0.26666666666666666
PT,2014-10-01,-0.033333333333333326
PT,2015-01-01,-0.033333333333333326
PT,2015-04-01,0.7666666666666667
PT,2015-07-01,0.7666666666666666
PT,2015-10-01,0.5333333333333333
